chapter,paragraph,paraph_class,paraph_class_name,text,sentence_paraph_class,logprob,categories,categories_probs,length_cats
1,6,16,Plague and Disease,"Between Mount Davis and the sea, on a gentle slope facing the northeast, thousands of little mounds, designated by simple board tablets, indicate the burial place of the victims of the bubonic plague which has prevailed for many years in this city.",Cemeteries and Burial Practices,0.9987657924387192,"['Plague and Disease', 'Cemeteries and Burial Practices', 'Geography and Topography']","[0.3333257318979124, 0.33332569215754054, 0.3333152409195017]",3
1,6,16,Plague and Disease,Neither the friends of the victims buried there nor leisure strollers are ever seen near the silent hillside; there even the dead menace the lives of the living.,Cemeteries and Burial Practices,0.9991475241250172,"['Cemeteries and Burial Practices', 'War and Conflict', 'Plague and Disease']","[0.33357110420976616, 0.3335001056070569, 0.3328817564056996]",3
1,7,20,Social Classes and Customs,"On the roof of this little house directly before us, in which John ""makee washee, washee,"" we see squatted three coolies in the characteristic position of the lower classes, not only of China, but of many other Oriental countries.",Social Classes and Customs,0.9999893315649124,"['Social Classes and Customs', 'Daily Life and Occupations', 'Family and Social Structures', 'Photography and Imaging', 'British Colonialism']","[0.20153619911324444, 0.20153146655018594, 0.2014892429958501, 0.20098918131611698, 0.19445352562653856]",5
1,7,20,Social Classes and Customs,"If the classification of men were made on the same plan as that of birds by ornithologists, these fellows would be styled perchers; for, whether eating, smoking, resting, or in social confab, they are always in this couchant and ungraceful pose.",Social Classes and Customs,0.9999884376243212,"['Daily Life and Occupations', 'Social Classes and Customs']","[0.5098420934599842, 0.48196510934606274]",2
1,8,24,War and Conflict,"We can see three large, new buildings on the quay, facing the harbor; the farthest of those buildings was a place of much importance during the Spanish-American war.",War and Conflict,0.9999819401612596,"['Harbor and Waterways', 'War and Conflict', 'Architecture and Building', 'Military and Naval Defenses', 'Geography and Topography']","[0.22882120709649048, 0.22882090706546643, 0.22881921585747242, 0.22881725185548502, 0.08471792628013401]",5
1,8,24,War and Conflict,"It is the Cable building, and it was to that place that all war dispatches were brought for transmission after the cable was cut in the bay of Manila.",War and Conflict,0.9999994039743072,"['War and Conflict', 'Military and Naval Defenses', 'Architecture and Building', 'Harbor and Waterways', 'Transportation']","[0.20039144669374157, 0.2003611876450684, 0.200251993948566, 0.1994676850641603, 0.19920686196544227]",5
1,9,11,Geography and Topography,"We shall go ashore in a sampan, most likely sculled by a Chinese mother with a babe tied at her back.",Harbor and Waterways,0.9976949769598672,"['Transportation', 'Harbor and Waterways', 'Daily Life and Occupations', 'Family and Social Structures', 'Social Classes and Customs']","[0.1773511391868651, 0.177349130881303, 0.17734016577267653, 0.17733331894684984, 0.17385375210384338]",5
1,9,11,Geography and Topography,We shall land near those same buildings and follow a well-paved street toward the mountain side.,Geography and Topography,0.9999997019404409,"['Transportation', 'Geography and Topography', 'Architecture and Building']","[0.36981975957068736, 0.36677453251287373, 0.26340531106184756]",3
1,9,11,Geography and Topography,"The second street we pass, Queen's Road, the chief thoroughfare, is almost impassable at times, so full is it with darting jinrikishas and sedan chairs, borne by chair coolies.",Transportation,0.9999509508367346,"['Transportation', 'Daily Life and Occupations', 'Social Classes and Customs', 'British Colonialism']","[0.2500196719942792, 0.2500190759222192, 0.25001064144590884, 0.24994327915500358]",4
1,9,11,Geography and Topography,"We ascend the mountain slope along beautiful walks and through botanical gardens embowered in every species of tropical palm and tree-fern, and past well kept lawns studded with bright flower beds, until we have reached an elevation of nearly a thousand feet somewhat farther to the left than we can see, when we turn about and from our elevated viewpoint look back in this direction upon the busiest and most beautiful harbor of the Orient.",Geography and Topography,0.999967513802584,"['Geography and Topography', 'Harbor and Waterways']","[0.49999916550774537, 0.4999986289104654]",2
1,9,11,Geography and Topography,"This new position is given on the map of Hongkong and vicinity by the two red lines that branch north from the island, each having the number 2 at its end.",Geography and Topography,0.9999986887770048,"['Geography and Topography', 'Harbor and Waterways']","[0.5088679348408631, 0.4909895371177005]",2
2,2,2,British Colonialism,"Now we obtain our first sight of the main-land of China, but scarcely yet do we see Chinese territory, for all that portion of the mainland now within our view is under the British flag, England having in recent years leased for a period of ninety-nine years (which an Englishman knows means forever) a peninsula embracing many square miles of territory, and extending many miles beyond those rocky mountains.",British Colonialism,0.9999997019871092,"['British Colonialism', 'Geography and Topography']","[0.49999538065546323, 0.4999936520565042]",2
2,2,2,British Colonialism,The military and naval defenses of Hongkong would be quite insecure unless England held adjacent lands on the mainland shore before us.,Military and Naval Defenses,0.9999977350560768,"['Military and Naval Defenses', 'War and Conflict', 'British Colonialism', 'Harbor and Waterways', 'Geography and Topography']","[0.21919574574527675, 0.21919561510726635, 0.21919548446410062, 0.2191861046505642, 0.12322699776607432]",5
2,2,2,British Colonialism,To the right and to the left of those bold barren mountains are sheltered bays from which a foreign fleet with modern guns could hurl monstrous projectiles to the very spot on which we stand.,Military and Naval Defenses,0.9978922065937352,"['War and Conflict', 'Military and Naval Defenses', 'Harbor and Waterways', 'Geography and Topography']","[0.249937602572803, 0.24993745361301814, 0.24993658950879116, 0.24993575525215203]",4
2,2,2,British Colonialism,"Mirs Bay, that memorable retreat of Admiral Dewey, when compelled by the enforcement of England's neutrality to leave the port of Hongkong, is only ten miles away, just behind those mountains to the right.",Harbor and Waterways,0.999545589308556,"['Harbor and Waterways', 'Geography and Topography', 'War and Conflict', 'British Colonialism']","[0.24620447868312387, 0.24620227768895353, 0.24619499962967564, 0.24616243317152967]",4
2,3,12,Harbor and Waterways,"If we now look down to the harbor before us we may see, quite to the right and farthest away, the long black cargo ship on which we stood when we obtained our first view, and a little nearer we see a large white mastless hull roofed over and anchored fore and aft;",Harbor and Waterways,0.9999998211642538,"['Harbor and Waterways', 'Transportation', 'Trade and Commerce']","[0.3456252071052246, 0.3456194799109056, 0.3087505336672407]",3
2,3,12,Harbor and Waterways,"that is a naval receiving ship of the station, to which naval men and officers are brought when transfers are to be made.",Military and Naval Defenses,0.909685360237515,"['Transportation', 'Military and Naval Defenses', 'Harbor and Waterways', 'Daily Life and Occupations']","[0.2506624115020658, 0.2506603197381069, 0.25059585402509926, 0.24807576740974296]",4
2,4,13,Military and Naval Defenses,"A little nearer we see a long, rakish, crouching, demoniacal looking craft with a skulking lowness in the water.",Military and Naval Defenses,0.9996243621499734,"['Harbor and Waterways', 'Transportation']","[0.49987188892571444, 0.49986402308401645]",2
2,4,13,Military and Naval Defenses,In the center of our field of vision we see a large white ship with three funnels; her lines indicate other purposes than the pursuit of commerce.,Military and Naval Defenses,0.9999951126684496,"['Transportation', 'Harbor and Waterways', 'Military and Naval Defenses', 'Photography and Imaging']","[0.2491816526205593, 0.24916332692877838, 0.2491455413489446, 0.24841742597783711]",4
2,4,13,Military and Naval Defenses,"Our field of vision embraces only a narrow space across the channel; throughout its full length there are seldom fewer than fifteen or twenty of these grim arbiters anchored in this focus of Oriental commerce, and they are mostly English.",Military and Naval Defenses,0.9999243780839904,"['Trade and Commerce', 'Harbor and Waterways', 'British Colonialism', 'Tea Production and Trade']","[0.24452242609650876, 0.24452195970293497, 0.2445204438708221, 0.2438887800198425]",4
2,5,22,Trade and Commerce,"Across the harbor immediately before us, and to the right of the projecting headland, are situated the city and harbor of Kowloon, at which are dry docks that will accommodate the largest warships.",Harbor and Waterways,0.9999703178585704,"['Harbor and Waterways', 'Geography and Topography', 'Military and Naval Defenses', 'Transportation', 'War and Conflict']","[0.20009243959404194, 0.20009186716087632, 0.20008974433766608, 0.20005295144750385, 0.1992256931969025]",5
2,5,22,Trade and Commerce,"We can faintly see the docks across that small bay point of land, to the right of the city.",Harbor and Waterways,0.999016026283562,"['Harbor and Waterways', 'Geography and Topography']","[0.49960161343495735, 0.4995995888270908]",2
2,5,22,Trade and Commerce,"It was there that several of the Spanish warships destroyed by our fleet in Manila Bay were taken for reconstruction under the supervision of the brave hero of the ""Merrimac,"" Lieutenant Hobson.",War and Conflict,0.9739604074667948,"['War and Conflict', 'Military and Naval Defenses', 'Harbor and Waterways']","[0.3333396378743964, 0.33333490923640313, 0.33332159832126645]",3
2,5,22,Trade and Commerce,"Vast storehouses, or ""godowns"" as they are named in the East, to accommodate transshipment, are ranged near the piers.",Trade and Commerce,0.99946693469373,"['Harbor and Waterways', 'Trade and Commerce', 'Transportation', 'Architecture and Building', 'Tea Production and Trade']","[0.14317646077102317, 0.14317644370097654, 0.14317572690383415, 0.14316507758838198, 0.14315376662152174]",5
2,5,22,Trade and Commerce,"It is estimated that the actual trade of the European colony, exclusive of the cargoes which pass through this port without breaking bulk, is over 100,000,000 pounds per annum.",Trade and Commerce,0.9999994039743072,"['Trade and Commerce', 'British Colonialism', 'Harbor and Waterways']","[0.3333508196656971, 0.3333501043573644, 0.333222163612686]",3
2,5,22,Trade and Commerce,"Many passenger steamers for Europe and America coal and embark passengers from the docks at Kowloon; but the boats of the Pacific Mail, the Canadian Pacific and most of the great lines for Europe receive and discharge their cargoes and embark and debark passengers at their anchorage in the harbor, which extends a mile or more on either hand in the bay between us and the opposite shore.",Harbor and Waterways,0.9638830939437848,"['Harbor and Waterways', 'Transportation', 'Trade and Commerce', 'Daily Life and Occupations', 'Geography and Topography']","[0.1685721881472677, 0.16857216804944508, 0.1685714245485179, 0.16855105062663744, 0.16854707516854076]",5
2,5,22,Trade and Commerce,"The harbor front at Kowloon presents a busy scene; rail-trucks are constantly thundering back and forth between the long piers and the godowns, coolies, in long lines, waddling under heavy loads carried on bamboo poles, pass to and fro uttering a weird, rhythmical cry which they think helps to dispel a consciousness of physical burden.",Trade and Commerce,0.9934443326829367,"['Harbor and Waterways', 'Daily Life and Occupations', 'Trade and Commerce', 'Transportation', 'Social Classes and Customs']","[0.19864683300949884, 0.19864676195919598, 0.1986467382943084, 0.19864652517013584, 0.1986177129266223]",5
2,5,22,Trade and Commerce,"At frequent intervals small steam ferry-boats ply between Hongkong and Kowloon, carrying first-class passengers at five-cent fares and second-class at half that amount.",Transportation,0.9398480780995648,"['Transportation', 'Harbor and Waterways', 'Daily Life and Occupations', 'Social Classes and Customs', 'British Colonialism']","[0.17189343503226168, 0.17189337355088571, 0.17189111961211706, 0.17186977239046572, 0.17034894307194454]",5
2,5,22,Trade and Commerce,"I must remind you, however, that the busy commercial port we see across the bay is not the native city of Kowloon.",Trade and Commerce,0.9755294066048256,"['Harbor and Waterways', 'Trade and Commerce', 'Geography and Topography', 'British Colonialism']","[0.3174350327230876, 0.31743007552817576, 0.31416065657205366, 0.050879963018474535]",4
2,5,22,Trade and Commerce,A water-front embracing about three square miles was here added to the colony of Hongkong thirty-five years ago.,Harbor and Waterways,0.9999569697738092,"['Harbor and Waterways', 'British Colonialism', 'Geography and Topography']","[0.3333322207922972, 0.3333320618277438, 0.33333098893055446]",3
2,5,22,Trade and Commerce,A few miles out among those low hills a granite bowlder marks the place of the surrender of the last of the Taipings.,War and Conflict,0.9999893911761992,"['War and Conflict', 'Geography and Topography', 'British Colonialism', 'Prisoners and Punishment']","[0.2506096112481592, 0.25059213494059474, 0.25056714159916427, 0.2481004988171164]",4
2,6,11,Geography and Topography,The native city of the same name is hidden among the low hills three miles distant and a little to our right.,Geography and Topography,0.999999940388081,['Geography and Topography'],[0.9999997615515639],1
2,6,11,Geography and Topography,The native Kowloon is a typical old Chinese city of low onestory buildings with tile roofs and surrounded by a dilapidated brick wall.,Architecture and Building,0.9999793782479088,['Architecture and Building'],[0.9995515828055855],1
2,7,11,Geography and Topography,"but beyond are many fertile and well-cultivated valleys producing rice, sugar-cane, sweet potatoes, garden fruits and vegetables.",Agriculture and Farming,0.999989033575835,"['Agriculture and Farming', 'Food and Diet', 'Geography and Topography', 'Daily Life and Occupations']","[0.25003388430752166, 0.25003388430752166, 0.2500336756659904, 0.24989348873694534]",4
2,7,11,Geography and Topography,"In some portions of this peninsula that curious nut or fruit, sometimes seen in our markets, called the lichee, is abundantly produced.",Food and Diet,0.978120903062355,"['Food and Diet', 'Agriculture and Farming', 'Trade and Commerce', 'Geography and Topography']","[0.30007177707699884, 0.30007131204348203, 0.29944185259297473, 0.10039556123635125]",4
2,7,11,Geography and Topography,"Along that mountain range to the left, distinctly visible from positions near us, is a long line of excavation that shows the beginning of a railroad that is to connect Hongkong and Canton.",Geography and Topography,0.9753561539300548,"['Transportation', 'Geography and Topography', 'Trade and Commerce', 'British Colonialism', 'Architecture and Building']","[0.20036686116743832, 0.20036616846917968, 0.2003635170934007, 0.20035759447140156, 0.1985384784034291]",5
2,8,5,Education,"When we looked at Hongkong from the ship your attention was called to three buildings, one containing the cable office; those buildings are again before us, down by the harbor.",Harbor and Waterways,0.9991369394177512,"['Harbor and Waterways', 'Architecture and Building', 'British Colonialism']","[0.4154014582285425, 0.41532136020367527, 0.1660775745891671]",3
2,8,5,Education,"A little further to the left, just to the right of the tree before us, and about half way to the Cable building, is St. John's Protestant Cathedral, a pretty building erected over fifty years ago, with a seating capacity for eight hundred.",Architecture and Building,0.9999971391850973,"['Architecture and Building', 'Geography and Topography']","[0.5003722410993434, 0.4995476721683877]",2
2,8,5,Education,"And below us to the left of the tree we see the spire of the Union Church, erected two years before the former and seating about five hundred people.",Architecture and Building,0.9999793782588224,['Architecture and Building'],[0.9997365619672287],1
2,8,5,Education,"Much encouragement has been given in that direction in Hongkong, and the Chinese inhabitants are quite alive to the importance of education.",Education,0.999999940388081,"['Education', 'British Colonialism']","[0.499876062100039, 0.49984447767340917]",2
2,8,5,Education,When approaching the schoolhouse I was amazed at the great volume of vocal noise proceeding from within the schoolroom.,Education,0.9999998211642538,"['Education', 'Daily Life and Occupations']","[0.5000437083436297, 0.49995617240690515]",2
2,8,5,Education,"I asked the teacher, who spoke intelligible English, if Chinese pupils always study in this fashion.",Education,0.999999940388081,['Education'],[0.999661897613407],1
2,8,5,Education,"He replied that ""Chinamen believe study muchee loud remember more better.""",Education,0.9999997615523456,['Education'],[0.998995770081947],1
2,8,5,Education,"This is a thought for the teacher who is fond of hearing a ""pin drop,"" and a plea for the boy who isn't.",Education,0.999999940388081,['Education'],[0.9990879227185541],1
2,9,20,Social Classes and Customs,"I do not now remember whether his back presentation was from choice or necessity, because sometimes the lower classes can be induced to present their backs to the camera when vast sums of money would not induce them to face that dire instrument of evil, believing that when their faces are photographed a part of their identity is forever lost to them, and this becomes a serious matter in their ancestral worship.",Social Classes and Customs,0.900346547975563,"['Photography and Imaging', 'Social Classes and Customs', 'Family and Social Structures', 'Religion (Buddhism and Ancestor Worship)']","[0.23767936570951942, 0.23767911072298617, 0.23767636252223784, 0.2376739544629893]",4
2,11,12,Harbor and Waterways,"We shall return again to the harbor, pass along the waterfront to the left for a half-mile, and board a steamer for Canton, distant about seventy-five miles.",Harbor and Waterways,0.989241805898971,"['Harbor and Waterways', 'Transportation', 'Geography and Topography']","[0.465459710050047, 0.4654596545561557, 0.06891334251459376]",3
2,11,12,Harbor and Waterways,"After landing at Canton we shall go a short distance above the landingplace to the Imperial Custom House, from the roof of which we shall look back down the river over the route from Hongkong.",Harbor and Waterways,0.9999990463231824,"['Harbor and Waterways', 'Transportation', 'British Colonialism', 'Geography and Topography']","[0.249623150011191, 0.24961425290064354, 0.24957855735558535, 0.24945701423851954]",4
2,12,11,Geography and Topography,"Let us turn to the special map of Canton, Map No. 4, where we find our position and field of vision shown by the red lines which start from near the river and branch toward the right.",Geography and Topography,0.9999831314111672,"['Geography and Topography', 'Harbor and Waterways', 'Military and Naval Defenses']","[0.46378912640333436, 0.4637814447745086, 0.07240825444692311]",3
3,2,23,Transportation,"Two steamers of this class, besides several other boats that carry freight and a few passengers, ply daily between Canton and Hongkong.",Harbor and Waterways,0.581431208694235,"['Transportation', 'Harbor and Waterways', 'Trade and Commerce', 'Daily Life and Occupations', 'Tea Production and Trade']","[0.17549301233601675, 0.17549290773767248, 0.1754928868213689, 0.1754922591875279, 0.17192447480515644]",5
3,2,23,Transportation,These side-wheel boats are of European construction and are quite similar to those that ply between New York and Albany on the Hudson River.,Harbor and Waterways,0.8672053497593034,"['Transportation', 'Harbor and Waterways', 'Trade and Commerce', 'Daily Life and Occupations']","[0.25001307288959673, 0.25001295368288473, 0.250001390912597, 0.2499692744336246]",4
3,2,23,Transportation,"They have accommodations for first-class European passengers and a separate accommodation for first-class native passengers, besides an entire lower deck for the second-class Chinese, who are carried between the two ports at fifty-cent fares; first-class natives are carried for one dollar, while European travellers are charged at the civilized rate of eight dollars for the same short passage.",Transportation,0.7509868195059779,"['Transportation', 'Social Classes and Customs', 'British Colonialism', 'Trade and Commerce', 'Harbor and Waterways']","[0.2019277621865345, 0.20192773809869224, 0.2019267271854403, 0.20183813674082557, 0.19235133004523425]",5
3,3,12,Harbor and Waterways,"We are looking due east, and the water before us is only one branch of the Canton or Pearl River.",Harbor and Waterways,0.9999940995841278,"['Harbor and Waterways', 'Geography and Topography']","[0.499940831363743, 0.49993999700350333]",2
3,3,12,Harbor and Waterways,"The land on the right of the steamer is an island five or six miles long, and beyond it is another broad affluent of the Canton River.",Harbor and Waterways,0.9642083373845004,"['Geography and Topography', 'Harbor and Waterways', 'Transportation']","[0.3333746862358609, 0.3333744478023998, 0.3332508659617393]",3
3,3,12,Harbor and Waterways,"That island on the right bank is densely populated and forms an important suburb to the city of Canton, which lies on the north bank and extends several miles in every direction from our point of view.",Geography and Topography,0.9977356654710324,['Geography and Topography'],[0.9990381528526329],1
3,4,12,Harbor and Waterways,The scene before us is one of the most interesting features of the myriad life of China's greatest commercial city.,Harbor and Waterways,0.9998332176309354,"['Trade and Commerce', 'Daily Life and Occupations']","[0.819920506796971, 0.17816870897596637]",2
3,4,12,Harbor and Waterways,"As far as our sight can reach we see boats; these boats are homes in which millions of human beings have been born, have lived and have died; and in many cases, without ever having set foot on land.",Harbor and Waterways,0.9813525695982348,"['Harbor and Waterways', 'Transportation', 'River Dwellers (Tankia)']","[0.32068266712045984, 0.3206638968188016, 0.32065499372457007]",3
3,4,12,Harbor and Waterways,It has been estimated that in these floating homes from two hundred and fifty to four hundred thousand lives are daily rising and falling with the tide.,Harbor and Waterways,0.9913471129142032,"['Harbor and Waterways', 'Architecture and Building', 'Daily Life and Occupations', 'River Dwellers (Tankia)']","[0.25476388218639806, 0.254738678251248, 0.2547328479494896, 0.23544038885939442]",4
3,5,19,River Dwellers (Tankia),"The inhabitants of these floating dwellings are called Tankia, which means boat-dwellers; their ancestors were also amphibians.",River Dwellers (Tankia),0.9999991655854572,"['River Dwellers (Tankia)', 'Harbor and Waterways']","[0.49992146927736225, 0.49991080262019755]",2
3,5,19,River Dwellers (Tankia),"It has been estimated that eighty-five thousand of these boats are about Canton and that, of this number, forty thousand are permanently located.",Harbor and Waterways,0.9928531149721088,"['Harbor and Waterways', 'Transportation', 'Trade and Commerce', 'Daily Life and Occupations']","[0.24965621051137082, 0.24965615097263438, 0.24962166492729065, 0.24682789421481255]",4
3,5,19,River Dwellers (Tankia),"On many of them pigs and chickens are reared, and in many cases when the smallness of the boat does not afford deck space for such stock, a box or cage is suspended from the stern to serve as a pig-pen or a chickencoop.",Daily Life and Occupations,0.9999143699017824,"['Transportation', 'Agriculture and Farming', 'Daily Life and Occupations', 'Food and Diet']","[0.2499027934832232, 0.2499023462814511, 0.2499016615006079, 0.2498797981186937]",4
3,5,19,River Dwellers (Tankia),"For centuries the Chinese have used boats for dwellings, and having a free anchorage their building sites cost nothing.",Architecture and Building,0.9984356110337896,"['Architecture and Building', 'Harbor and Waterways', 'Daily Life and Occupations', 'Transportation', 'Social Classes and Customs']","[0.1841434724475808, 0.18414329684527353, 0.18414255052767456, 0.18408718613935146, 0.18283232979223654]",5
3,5,19,River Dwellers (Tankia),"A house for twenty dollars and a free site surpass all Western residential economics; but for one hundred dollars a boat almost luxurious in appointments, according to the Tankia's order of life, can be obtained.",Daily Life and Occupations,0.9798644683441442,"['River Dwellers (Tankia)', 'Social Classes and Customs', 'Architecture and Building', 'Trade and Commerce', 'Transportation']","[0.20197407608419496, 0.20191962784328385, 0.20190675873505556, 0.20188510392710204, 0.19210649398436766]",5
3,6,4,Daily Life and Occupations,A thatch of palm leaves or a cover of matting over a portion of each boat protects the occupants from sun and rain and serves as an eating and sleeping place.,Daily Life and Occupations,0.9982449047434032,"['Daily Life and Occupations', 'Transportation', 'Architecture and Building', 'River Dwellers (Tankia)']","[0.29479267018294336, 0.2947856063720498, 0.2946227316772063, 0.11566187439849562]",4
3,6,4,Daily Life and Occupations,"We speak of limitation of space, as things ""in a nutshell,"" but here in the small compass of a fifteen-foot boat there are births, deaths and funerals there are henneries and pig-pens, and even flower-gardening, particularly on the larger boats, where considerable space in the bow is set apart for flower-pots.",Daily Life and Occupations,0.999601319996672,"['Daily Life and Occupations', 'Transportation', 'Family and Social Structures', 'Agriculture and Farming']","[0.24928971944556855, 0.24923288497633878, 0.2492212103120667, 0.24839538936119795]",4
3,7,23,Transportation,"Sometimes European travellers who wish to make a prolonged sojourn in the vicinity of Canton, and do not care to pay the high prices charged in the one hotel, hire a comfortable house-boat which can be had for one dollar per day.",Transportation,0.9996505000748876,"['Harbor and Waterways', 'Transportation', 'Daily Life and Occupations', 'Social Classes and Customs']","[0.2499551850573274, 0.24995277163203677, 0.24994365386454104, 0.24993561096360728]",4
3,7,23,Transportation,"In that case the native owners occupy a small space in the bow, where all cooking is done for the traveller without extra cost, with the additional advantage of free transportation to any point on the river.",Transportation,0.999933431321815,"['Transportation', 'Harbor and Waterways', 'Food and Diet', 'Social Classes and Customs', 'Daily Life and Occupations']","[0.15809462607730768, 0.1580932880527559, 0.1580837520294905, 0.15807862762146657, 0.15805119719072974]",5
3,8,4,Daily Life and Occupations,"One naturally wonders how this swarming population of river-dwellers is maintained, and the answer is chiefly by transporting merchandise and by carrying passengers from place to place.",Transportation,0.8924597139836231,"['Trade and Commerce', 'Transportation', 'Daily Life and Occupations', 'Harbor and Waterways', 'River Dwellers (Tankia)']","[0.20000199777340735, 0.20000199777340735, 0.20000156863842142, 0.2000013540396231, 0.1999870260330003]",5
3,8,4,Daily Life and Occupations,In some cases daughters go ashore to work in factories as girls do in other countries; but the factory girl's annual income in China would scarcely buy an American girl's hat.,Daily Life and Occupations,0.9999666204608256,"['Daily Life and Occupations', 'Social Classes and Customs', 'Family and Social Structures', 'Fashion and Dress']","[0.2502501958860773, 0.2502466756395688, 0.25024351375829756, 0.24704209895938384]",4
3,9,22,Trade and Commerce,"if you were on board the steamer you would find many of these filled with water and alive with large and beautiful fish for the Hongkong market, where they are delivered alive.",Trade and Commerce,0.9999953508844396,"['Trade and Commerce', 'Harbor and Waterways', 'Transportation', 'Food and Diet', 'Daily Life and Occupations']","[0.1690722482529564, 0.16907154287611995, 0.1690712808681012, 0.1690700514304343, 0.16902538093586647]",5
3,10,12,Harbor and Waterways,Down the river beyond the steamer and before reaching that dark group of buildings we can see several ranges of larger boats extending from mid-stream toward the shore on the left.,Harbor and Waterways,0.9999995231614776,"['Harbor and Waterways', 'Transportation', 'Geography and Topography']","[0.33339673730343067, 0.3333954654195483, 0.33320064293637547]",3
3,10,12,Harbor and Waterways,"From those boats called ""flower-boats"" we shall look toward the city, on our left here.",Harbor and Waterways,0.9999926687115006,"['Harbor and Waterways', 'Transportation']","[0.499849001062734, 0.4998221885274564]",2
4,2,10,Gambling and Opium,We stand on the upper deck or roof of one of these boats and look northward toward the shore and over the city.,Harbor and Waterways,0.9999827736202322,"['Harbor and Waterways', 'Transportation']","[0.5002176159955634, 0.49975602660187907]",2
